pais,jugador,posicion_listado
Portugal,Joao Cancelo,DEFENSORES
Portugal,Nuno Mendes,DEFENSORES
Portugal,Goncalo Inácio,DEFENSORES
Portugal,Renato Veiga,DEFENSORES
Portugal,Rúben Dias,DEFENSORES
Portugal,Tomás Araújo,DEFENSORES
Portugal,Rúben Neves,VOLANTES
Portugal,Matheus Nunes,VOLANTES
Portugal,Samú Costa,VOLANTES
Portugal,Joao Neves,VOLANTES
Portugal,Vitinha,VOLANTES
Portugal,Bruno Fernandes,VOLANTES
Portugal,Bernardo Silva,VOLANTES
Portugal,João Félix,DELANTEROS
Portugal,Francisco Trincao,DELANTEROS
Portugal,Francisco Conceicao,DELANTEROS
Portugal,Pedro Neto,DELANTEROS
Portugal,Rafael Leao,DELANTEROS
Portugal,Goncalo Guedes,DELANTEROS
Portugal,Goncalo Ramos,DELANTEROS
Portugal,Cristiano Ronaldo,DELANTEROS
Colombia,Camilo Vargas,ARQUEROS
Colombia,David Ospina,ARQUEROS
Colombia,Álvaro Montero,ARQUEROS
Colombia,Daniel Muñoz,DEFENSORES
Colombia,Santiago Arias,DEFENSORES
Colombia,Yerry Mina,DEFENSORES
Colombia,Davinson Sánchez,DEFENSORES
Colombia,Jhon Lucumí,DEFENSORES
Colombia,Willer Ditta,DEFENSORES
Colombia,Yohan Mojica,DEFENSORES
Colombia,Déiver Machado,DEFENSORES
Colombia,Richard Ríos,VOLANTES
Colombia,Jefferson Lerma,VOLANTES
Colombia,Gustavo Puerta,VOLANTES
Colombia,Kevin Castaño,VOLANTES
Colombia,Jhon Arias,VOLANTES
Colombia,James Rodríguez,VOLANTES
Colombia,Juan Fernando Quintero,VOLANTES
Colombia,Jorge Carrascal,VOLANTES
Colombia,Juan Camilo Portilla,VOLANTES
Colombia,Luis Díaz,DELANTEROS
Colombia,Luis Suárez,DELANTEROS
Colombia,Carlos Gómez,DELANTEROS
Colombia,Jaminton Campaz,DELANTEROS
Colombia,Jhon Córdoba,DELANTEROS
Colombia,Juan Camilo Hernández,DELANTEROS
República Democrática Del Congo,Lionel Mpasi,ARQUEROS
República Democrática Del Congo,Timothy Fayulu,ARQUEROS
República Democrática Del Congo,Mattieu Epolo,ARQUEROS
República Democrática Del Congo,Chancel Mbemba,DEFENSORES
República Democrática Del Congo,Axel Tuanzebe,DEFENSORES
República Democrática Del Congo,Aaron Tshibola,DEFENSORES
República Democrática Del Congo,Steve Kapuadi,DEFENSORES
República Democrática Del Congo,Dylan Batubinsika,DEFENSORES
República Democrática Del Congo,Aaron Wan-Bissaka,DEFENSORES
República Democrática Del Congo,Gédéon Kalulu,DEFENSORES
República Democrática Del Congo,Arthur Masuaku,DEFENSORES
República Democrática Del Congo,Joris Kayembe,DEFENSORES
República Democrática Del Congo,Noah Sadiki,VOLANTES
República Democrática Del Congo,Charles Pickel,VOLANTES
República Democrática Del Congo,Samuel Moutussamy,VOLANTES
República Democrática Del Congo,Ngal’ayel Mukau,VOLANTES
República Democrática Del Congo,Edo Kayembe,VOLANTES
República Democrática Del Congo,Nathanael Mbuku,VOLANTES
República Democrática Del Congo,Brian Cipenga,VOLANTES
República Democrática Del Congo,Gaël Kakuta,VOLANTES
República Democrática Del Congo,Meschack Elía,VOLANTES
República Democrática Del Congo,Théo Bongonda,VOLANTES
República Democrática Del Congo,Cédric Bakambu,DELANTEROS
República Democrática Del Congo,Yoane Wissa,DELANTEROS
República Democrática Del Congo,Fiston Kalala Mayele,DELANTEROS
República Democrática Del Congo,Simon Banza,DELANTEROS
Uzbekistán,Utkir Yusupov,ARQUEROS
Uzbekistán,Botirali Ergashev,ARQUEROS
Uzbekistán,Abduvokhid Nematov,ARQUEROS
Uzbekistán,Abdukodir Khusanov,DEFENSORES
Uzbekistán,Khozhiakbar Alizhonov,DEFENSORES
Uzbekistán,Farrukh Sayfiev,DEFENSORES
Uzbekistán,Rustam Ashurmatov,DEFENSORES
Uzbekistán,Sherzod Nasrullaev,DEFENSORES
Uzbekistán,Umar Eshmurodov,DEFENSORES
Uzbekistán,Avazbek Ulmasaliev,DEFENSORES
Uzbekistán,Jakhongir Urozov,DEFENSORES
Uzbekistán,Bekhruz Karimov,DEFENSORES
Uzbekistán,Abdulla Abdullaev,DEFENSORES
Uzbekistán,Akmal Mozgovoy,VOLANTES
Uzbekistán,Otabek Shukurov,VOLANTES
Uzbekistán,Jamshid Iskanderov,VOLANTES
Uzbekistán,Odildzhon Khamrobekov,VOLANTES
Uzbekistán,Jaloliddin Masharipov,VOLANTES
Uzbekistán,Aziz Ganiev,VOLANTES
Uzbekistán,Sherzod Esanov,VOLANTES
Uzbekistán,Abbosbek Fayzullaev,VOLANTES
Uzbekistán,Eldor Shomurodov,DELANTEROS
Uzbekistán,Igor Sergeev,DELANTEROS
Uzbekistán,Azizbek Amanov,DELANTEROS
Uzbekistán,Oston Urunov,DELANTEROS
Uzbekistán,Dostonbek Khamdamov,DELANTEROS
Inglaterra,Jordan Pickford,ARQUEROS
Inglaterra,Dean Henderson,ARQUEROS
Inglaterra,James Trafford,ARQUEROS
Inglaterra,Reece James,DEFENSORES
Inglaterra,Tino Livramento,DEFENSORES
Inglaterra,Marc Guéhi,DEFENSORES
Inglaterra,Ezri Konsa,DEFENSORES
Inglaterra,John Stones,DEFENSORES
Inglaterra,Jarell Quansah,DEFENSORES
Inglaterra,Nico O’Reilly,DEFENSORES
Inglaterra,Dan Burn,DEFENSORES
Inglaterra,Djed Spence,DEFENSORES
Inglaterra,Declan Rice,VOLANTES
Inglaterra,Elliot Anderson,VOLANTES
Inglaterra,Jude Bellingham,VOLANTES
Inglaterra,Jordan Henderson,VOLANTES
Inglaterra,Morgan Rogers,VOLANTES
Inglaterra,Kobbie Mainoo,VOLANTES
Inglaterra,Harry Kane,DELANTEROS
Inglaterra,Ivan Toney,DELANTEROS
Inglaterra,Ollie Watkins,DELANTEROS
Inglaterra,Bukayo Saka,DELANTEROS
Inglaterra,Noni Madueke,DELANTEROS
Inglaterra,Marcus Rashford,DELANTEROS
Inglaterra,Anthony Gordon,DELANTEROS
Inglaterra,Eberechi Eze,DELANTEROS
Croacia,Dominik Livakovic,ARQUEROS
Croacia,Dominik Kotarski e Ivor Pandur,ARQUEROS
Croacia,Josko Gvardiol,DEFENSORES
Croacia,Duje Caleta-Car,DEFENSORES
Croacia,Josip Sutalo,DEFENSORES
Croacia,Josip Stanisic,DEFENSORES
Croacia,Marin Pongračić,DEFENSORES
Croacia,Martin Erlic,DEFENSORES
Croacia,Luka Vuskovic,DEFENSORES
Croacia,Luka Modric,VOLANTES
Croacia,Mateo Kovacic,VOLANTES
Croacia,Mario Pasalic,VOLANTES
Croacia,Nikola Vlasic,VOLANTES
Croacia,Luka Sucic,VOLANTES
Croacia,Martin Baturina,VOLANTES
Croacia,Kristijan Jakic,VOLANTES
Croacia,Petar Sucic,VOLANTES
Croacia,Nikola Moro,VOLANTES
Croacia,Toni Fruk,VOLANTES
Croacia,Ivan Perisic,DELANTEROS
Croacia,Andrej Kramaric,DELANTEROS
Croacia,Ante Budimir,DELANTEROS
Croacia,Marco Pasalic,DELANTEROS
Croacia,Petar Musa,DELANTEROS
Croacia,Igor Matanovic,DELANTEROS
Panamá,Orlando Mosquera,ARQUEROS
Panamá,Luis Mejía,ARQUEROS
Panamá,César Samudio,ARQUEROS
Panamá,César Blackman,DEFENSORES
Panamá,Jorge Gutiérrez,DEFENSORES
Panamá,Amir Murillo,DEFENSORES
Panamá,Fidel Escobar,DEFENSORES
Panamá,Andrés Andrade,DEFENSORES
Panamá,Edgardo Fariña,DEFENSORES
Panamá,José Córdoba,DEFENSORES
Panamá,Eric Davis,DEFENSORES
Panamá,Jiovani Ramos,DEFENSORES
Panamá,Roderick Miller,DEFENSORES
Panamá,Aníbal Godoy,VOLANTES
Panamá,Adalberto Carrasquilla,VOLANTES
Panamá,Carlos Harvey,VOLANTES
Panamá,Cristian Martínez,VOLANTES
Panamá,José Luis Rodríguez,VOLANTES
Panamá,César Yanis,VOLANTES
Panamá,Yoel Bárcenas,VOLANTES
Panamá,Alberto Quintero,VOLANTES
Panamá,Azarías Londoño,VOLANTES
Panamá,Ismael Díaz,DELANTEROS
Panamá,Cecilio Waterman,DELANTEROS
Panamá,José Fajardo,DELANTEROS
Panamá,Tomás Rodríguez,DELANTEROS
Ghana,Benjamin Asare,ARQUEROS
Ghana,Lawrence Ati-Zigi,ARQUEROS
Ghana,Joseph Anang,ARQUEROS
Ghana,Baba Rahman,DEFENSORES
Ghana,Gideon Mensah,DEFENSORES
Ghana,Marvin Senaya,DEFENSORES
Ghana,Alidu Seidu,DEFENSORES
Ghana,Abdul Mumin,DEFENSORES
Ghana,Jerome Opoku,DEFENSORES
Ghana,Jonas Adjetey,DEFENSORES
Ghana,Kojo Peprah,DEFENSORES
Ghana,Derrick Luckassen,DEFENSORES
Ghana,Elisha Owusu,VOLANTES
Ghana,Thomas Partey,VOLANTES
Ghana,Kwasi Sibo,VOLANTES
Ghana,Augustine Boakye,VOLANTES
Ghana,Caleb Yirenkyi,VOLANTES
Ghana,Abdul Fatawu,VOLANTES
Ghana,Kamaldeen Sulemana,DELANTEROS
Ghana,Ernest Nuamah,DELANTEROS
Ghana,Antoine Semenyo,DELANTEROS
Ghana,Christopher Bonsu Baah,DELANTEROS
Ghana,Brandon Thomas-Asante,DELANTEROS
Ghana,Iñaki Williams,DELANTEROS
Ghana,Jordan Ayew,DELANTEROS
Ghana,Prince Adu,DELANTEROS
